Generation,BeakSize
0,6.1742645774266105
0,5.131897543554025
0,5.9703963747628785
0,6.175545957186355
0,5.612517015443965
0,5.501904051000286
0,5.624081089857484
0,5.288902858649581
0,5.216711344283196
0,4.8988476184551555
0,5.898155052987331
0,5.513089683425749
0,5.990395740035742
0,5.57727773191985
0,5.022601304507406
0,5.597425877115767
0,5.589233800406651
0,4.8742431100314025
0,5.302415656517796
0,5.441000355168175
0,4.467041584657142
0,6.376168965418356
0,4.8371454214596685
0,5.748645972169143
0,5.667675187645269
0,5.71058885644328
0,4.762099003766357
0,5.688214049662463
0,6.015660101869331
0,5.371871692325717
0,5.631617243395813
0,5.428289173192546
0,5.735952467770801
0,5.190085082574276
0,4.907297383642105
0,5.122985872989986
0,5.100723093821443
0,4.967135016897575
0,5.1865597890382205
0,4.77296672177229
0,6.0685547172060055
0,5.7018227890630815
0,5.689448497493399
0,4.9818233874128355
0,5.031443330037979
0,5.3804600708713
0,5.1365559770797695
0,5.809460497045009
0,6.149994116760932
0,4.419682118764247
0,5.808462684231802
0,5.946623642259998
0,5.499702427911963
0,6.080600325901617
0,5.882082255597604
0,6.272211425774492
0,6.133710728359135
0,5.7484342957151435
0,4.991802870067607
0,5.562512996051934
0,5.342431861221414
0,5.479264636996753
0,5.455815249966643
0,5.5215108570792335
0,4.9054297116143015
0,5.69054627684953
0,4.470518140950007
0,5.673890282957473
0,5.460947021828038
0,5.742023781794392
0,5.895891750541935
0,5.412395425698269
0,5.163472175889228
0,5.586188693281606
0,6.509729979380889
0,4.643673102710526
0,5.15973441122461
0,5.322419822107773
0,5.076121687809062
0,4.889244680939926
0,5.5485189340294845
0,4.266447008144908
0,6.133572041790629
0,4.858246949225416
0,6.237192097010107
0,5.434278891946695
0,4.98565430127203
0,4.843582061788288
0,5.425327446183692
0,4.512235591621716
0,5.91458272076343
0,5.6281179098931595
0,5.718323186039173
0,5.96222671836443
0,4.853097323190101
0,5.227578851263464
0,6.391401800377519
0,5.643915127526981
0,4.827550948460271
0,4.881768068497342
0,5.8943823105952315
0,5.755407671001513
0,5.82008944914707
0,4.713261449558681
