Generation,BeakSize
0,5.058624313376671
0,4.843282340582337
0,5.143620799331395
0,5.397733295567176
0,4.876095541397096
0,6.281406751380864
0,5.738343909284129
0,5.356584434850239
0,6.656801659076365
0,6.399097815472632
0,6.516188198489257
0,6.060775743633221
0,6.370213504757122
0,5.60510205146753
0,6.496503743823773
0,5.323937116609624
0,6.642640672656545
0,5.3502924370301645
0,6.689539826377158
0,6.083453059714373
0,6.949274702340573
0,5.5869728971052215
0,6.392387527437953
0,6.048614436848613
0,5.891848780688978
0,5.6446683647840405
0,6.440738045082504
0,6.208856731290346
0,6.5580492277560065
0,5.838822227644901
0,6.088538813624376
0,6.905766134349322
0,5.848973084643652
0,5.678520732338659
0,6.090338267163465
0,5.99275921846023
0,5.936279636005849
0,6.771388042922065
0,4.556531019626923
0,5.919292922799213
0,6.164620312674879
0,6.020199873311487
0,5.059937749481879
0,6.952679265353047
0,5.010808804112995
0,6.315634569338313
0,6.600482667942507
0,6.058682786593042
0,5.433657484768264
0,5.5546460368516275
0,5.42614054811744
0,6.01250688579113
0,5.655582892789342
0,5.717223879220217
0,5.6511625626563875
0,5.134293106415749
0,6.991091524929307
0,5.512750408817942
0,5.9178362382701595
0,6.322499567243489
0,5.856374312915041
0,4.846596283190695
0,5.9301927264377
0,6.701263695061472
0,4.370877436842058
0,5.921707553371262
0,6.859496292289445
0,6.179801920418248
0,5.193675106552531
0,5.238565766987827
0,5.9367468017034355
0,5.685707007054668
0,5.807915113799521
0,6.2993339466939196
0,5.271390022036287
0,5.761496454262035
0,6.191908827471703
0,5.898509171685309
0,5.478283549531503
0,5.20901241858112
0,5.499177157219569
0,5.268890395306494
0,6.802452330047565
0,5.8989401093299705
0,5.1982605834957
0,5.909440363613323
0,7.005061113229571
0,6.006834151458172
0,6.3200929763971665
0,5.0189734103801715
0,5.568748316843488
0,6.624175542674196
0,5.741289326083304
0,5.722693000639101
0,5.8048148412976355
0,5.659424723760251
0,7.662865454962528
0,5.550914983996008
0,5.637355819543546
0,5.800573287264928
0,5.358993709681391
0,5.152146026240568
0,6.424609020686591
0,5.772908197682418
0,5.9935206569859
0,5.288161229957491
0,6.236295769122998
0,5.513308209864684
0,6.473210301691624
0,5.618704072836671
0,7.299459279365176
0,5.088028038365315
0,5.230566346378931
0,5.404799293849489
0,6.964534241129614
0,4.444561212631157
0,5.8051986594481395
0,6.28679382221522
0,6.250711501430886
0,6.834765941646043
0,4.81284994507182
0,5.413944192027976
0,6.268530709567879
0,5.747013626742118
0,5.458867128108289
0,5.516023462612698
0,6.232418902449614
0,6.492703038740749
0,6.07042369324474
0,6.14752998968976
0,6.49369923113346
0,5.379923829020065
0,6.789092084759922
0,5.813445246112738
0,6.209360925254517
0,5.79200286753844
0,5.58855692296517
0,6.602938316937368
0,5.307805341951364
0,6.6200647686737915
0,6.7576874933053865
0,5.240387563618371
0,5.992010635958553
0,6.404857875440853
0,6.176529423694402
0,6.2306028641070546
0,6.0823430794948745
0,4.781960644739388
0,6.004999483158832
0,5.345547242273017
0,6.10490254978319
