Generation,BeakSize
0,5.899112098049743
0,5.7677812612642585
0,5.195242702262038
0,5.251020908681956
0,5.658814350308642
0,6.005885686524295
0,4.776006816119964
0,5.620014243130823
0,5.496854464801826
0,5.3396757856074295
0,5.736576214151068
0,5.3142741486717915
0,6.158366521928951
0,6.111255684028104
0,6.028895401938135
0,5.719873609242347
0,6.235635333748651
0,5.737248656214399
0,5.791709201813936
0,6.193692481767153
0,6.046259128663539
0,5.825188957226104
0,5.216832429722696
0,5.551945679428078
0,5.658891447284422
0,6.060454696095937
0,6.246251236170676
0,6.226035571626197
0,4.741837799494781
0,5.62563519912393
0,5.562954794484991
0,5.1518968412228485
0,6.082974181129548
0,5.564399715095408
0,4.933447296415045
0,5.741796948429642
0,5.8640106583105585
0,5.515101744859914
0,6.029698471853441
0,5.405614320471207
0,4.974768876219832
0,4.66010386123277
0,5.4353504016161
0,5.465094445420995
0,5.479516841594167
0,5.942829578986945
0,5.568367547363726
0,4.75913589393612
0,5.694381286884519
0,5.440497998431847
0,5.269066699396319
0,5.643529017731634
0,5.611657627299477
0,5.83455071816846
0,5.98166607224073
0,5.069226563839809
0,6.590991440219722
0,4.275047186856638
0,5.350383159829564
0,5.705963802463981
0,5.535319019138471
0,6.207498976206456
0,5.221578902152773
0,5.137962144154333
0,5.38125587251926
0,5.76931402117729
0,5.026107350169774
0,4.940995539728204
0,5.122141079049105
0,5.047897437149941
0,5.635481146996067
0,5.537590823780318
0,5.451235321470279
0,5.882800279881149
0,6.275753596427823
0,5.706497470030966
0,5.389130984856487
0,6.006436952465115
0,4.506748021587948
0,5.731399755522934
0,6.021536551044733
0,5.683735903497452
0,5.894470797628271
0,6.469381637367665
0,5.663698228753677
0,5.746954525850977
0,5.343768676322588
0,6.4365073825143035
0,4.336494466635033
0,5.400311241835529
0,5.493495767862318
0,4.9561790091152504
0,5.784504439685454
0,4.8551070141966015
0,5.083981472556905
0,5.478617614884642
0,5.81703126002446
0,5.264285079288388
0,5.613903660962326
0,5.854273458984699
0,5.666657086827052
0,5.0000445498532065
0,5.628499222671863
0,5.690490681876774
0,5.279834213251815
0,4.891116375548178
0,5.024248045738979
0,5.490851820280037
0,4.735698778470294
0,5.81143860686019
0,6.166713696881613
0,5.309961446750241
0,5.804710840682542
0,6.020663727052423
0,6.060407822115161
0,6.408596635792115
0,4.962010426873809
0,6.075302831038106
0,5.872584198929095
0,6.087208573553241
0,5.010361779629442
0,5.536163422479604
0,4.772797398556043
0,5.153126323659725
0,5.340319916285709
0,6.999455370626193
0,5.423760859251414
0,6.0522495234273785
0,5.442994081048716
0,5.027814358587294
0,5.642011661944338
0,5.84153539272339
0,4.314386405067252
0,5.121159637518173
0,4.5984345522708
0,6.7544980940937664
0,5.87836159404064
0,5.540871598601111
0,4.732744018404343
0,5.6829944816257845
0,4.971143979208556
0,5.787888332979863
0,5.894286123988146
0,5.678327127504956
0,5.435183593115041
0,6.56409222363114
0,5.525043525499646
0,4.941590024043434
0,5.058245276315572
0,5.675184650212859
0,5.105281884669584
0,5.2696072463109465
0,5.113561419896074
0,4.832533595368588
0,4.901859654707145
0,6.087166101572097
0,4.765594383481403
0,5.380782578609368
0,4.956824550585327
0,5.107804823739552
0,5.8802065534202885
0,4.852109668037805
0,5.296664376868613
0,5.989989090604132
0,5.657308107997083
0,5.0232391392951925
0,4.967215852584035
0,5.3615452962329995
0,5.308431815774366
0,5.56419500245095
0,5.177213752927455
0,5.937657284543855
0,5.112469994686575
0,5.6754283523023
0,5.628537268026518
0,6.215865147456422
0,5.266629424090607
0,5.097571054414399
0,5.570030568622697
0,5.732357907943234
0,6.809886273661693
0,6.053871013328948
0,3.9791791930446028
0,5.460010386323956
0,5.274206728234572
0,5.947277251290161
0,5.854614425372327
0,5.397858785920656
0,5.30932530266687
0,4.939208744818859
0,4.619928875028612
0,5.237547476059395
0,6.164032250384098
0,5.413647541203958
0,5.282757730712759
0,5.468089171809243
0,5.863986280145652
0,5.062447523591987
0,5.425669158440465
0,4.8449961417960825
0,6.159188320827898
0,5.938549181604181
0,6.296283275013138
0,5.281932355248688
0,4.696303214550014
0,5.750429197892382
0,6.297324672001503
0,5.2349424706267635
0,5.1232751382292765
0,5.445720427027937
0,5.726031296835339
0,5.737833458909358
0,5.6422985905919685
0,5.229072409536372
0,6.005373869459616
0,4.952339962743457
0,5.3968700833971175
0,4.842434675099964
0,5.409605979012325
0,5.913195546014856
0,4.830239540234833
0,5.657733644076553
0,5.938994150158003
0,5.5972931955339265
0,5.697866224848079
0,4.714901254815242
0,6.905891647921945
0,6.178339034150086
0,5.661064622706081
0,5.27160776111168
0,5.135785261968303
0,5.174143950339838
0,4.335956575336793
0,5.570555889502518
0,6.642183398535272
0,6.2004563283432175
0,5.571271906643209
0,4.726477504491458
0,5.975267958856288
0,5.187870163426993
0,5.501011352497377
0,6.120491388647245
0,6.35632242160138
0,5.42236532131365
0,4.935753477380491
0,4.807318210337715
0,4.77209881115399
0,5.41895246725452
0,6.488261973762015
0,5.766087149810377
0,4.6750426665716
0,5.837858796062824
0,5.529253103078166
0,5.977276532006787
0,5.748116919296427
0,5.659199812366361
0,5.2076478963656045
